"PVWatts Hourly PV Performance Data"
"Requested Location","47.14817909516576, -71.26903775539678"
"Location","Lat, Lng: 47.13, -71.26"
"Latitude (DD)","47.13"
"Longitude (DD)","-71.26"
"Elevation (m)","647.84997558594"
"DC System Size (kW)","496.3"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","16","9","883","75","-15","1.2","0.87","626.318","3.307","293523.104","281155.297"
"2","16","10","922","89","-13","1.5","0.87","773.33","8.042","354024.41","339512.801"
"2","16","11","931","99","-11","1.5","0.87","847.118","12.027","380698.945","365242.152"
"2","16","12","923","101","-10","1.6","0.87","842.483","12.396","378127.258","362761.59"
"2","16","13","888","97","-10","1.7","0.87","755.968","9.681","344060.574","329902.024"
"2","16","14","364","137","-10","1.4","0.87","382.771","0.65","178896.934","170590.788"
"2","16","15","195","96","-10","0.9","0.87","195.645","-3.872","90248.2","85083.232"
"2","16","16","87","37","-12","0.7","0.87","66.251","-9.889","26622.941","23712.468"
"2","16","17","0","0","-13","0.8","0.87","0","-13","0","0"
"2","16","18","0","0","-14","0.9","0.87","0","-14","0","0"
"2","16","19","0","0","-14","1","0.87","0","-14","0","0"
"2","16","20","0","0","-15","0.9","0.87","0","-15","0","0"
"2","16","21","0","0","-15","0.8","0.87","0","-15","0","0"
"2","16","22","0","0","-15","1","0.87","0","-15","0","0"
"2","16","23","0","0","-16","1","0.87","0","-16","0","0"
"2","17","0","0","0","-16","0.9","0.87","0","-16","0","0"
"2","17","1","0","0","-16","0.8","0.87","0","-16","0","0"
"2","17","2","0","0","-16","0.7","0.87","0","-16","0","0"
"2","17","3","0","0","-16","0.7","0.87","0","-16","0","0"
"2","17","4","0","0","-16","0.7","0.87","0","-16","0","0"
"2","17","5","0","0","-16","0.7","0.87","0","-16","0","0"
"2","17","6","0","0","-15","0.6","0.87","0","-15","0","0"
"2","17","7","226","35","-14","0.7","0.87","102.041","-10.77","40866.093","37450.929"
"2","17","8","463","74","-12","1.1","0.87","298.365","-3.109","139052.177","132157.889"
"2","17","9","710","124","-11","1.7","0.87","580.905","4.136","270504.502","258952.336"
"2","17","10","675","109","-11","2.3","0.87","625.856","3.42","290616.948","278352.118"
"2","17","11","588","150","-11","2.8","0.87","645.394","2.555","298935.071","286375.497"
"2","17","12","889","122","-13","3","0.87","847.485","4.214","390763.001","374949.598"
"2","17","13","900","103","-14","3.1","0.87","774.29","1.484","362175.585","347375.148"
"2","17","14","876","82","-16","3.2","0.87","629.713","-3.59","301889.246","289224.994"
"2","17","15","645","51","-18","3","0.87","348.249","-10.944","166898.638","159017.639"
"2","17","16","540","32","-20","2.6","0.87","170.426","-16.514","67167.964","62820.82"
"2","17","17","0","0","-21","2.2","0.87","0","-21","0","0"
"2","17","18","0","0","-22","1.9","0.87","0","-22","0","0"
"2","17","19","0","0","-23","1.8","0.87","0","-23","0","0"
"2","17","20","0","0","-24","1.7","0.87","0","-24","0","0"
"2","17","21","0","0","-25","1.6","0.87","0","-25","0","0"
"2","17","22","0","0","-25","1.6","0.87","0","-25","0","0"
"2","17","23","0","0","-26","1.5","0.87","0","-26","0","0"
"2","18","0","0","0","-26","1.4","0.87","0","-26","0","0"
"2","18","1","0","0","-27","1.3","0.87","0","-27","0","0"
"2","18","2","0","0","-28","1.3","0.87","0","-28","0","0"
"2","18","3","0","0","-28","1.5","0.87","0","-28","0","0"
"2","18","4","0","0","-28","1.6","0.87","0","-28","0","0"
"2","18","5","0","0","-28","1.8","0.87","0","-28","0","0"
"2","18","6","0","0","-27","2","0.87","0","-27","0","0"
"2","18","7","493","38","-26","2.2","0.87","172.263","-22.162","71469.432","66969.869"
"2","18","8","732","70","-25","2.5","0.87","415.299","-15.805","203279.125","194109.022"
"2","18","9","823","96","-23","2.8","0.87","622.861","-9.875","304390.623","291637.737"
"2","18","10","861","117","-21","3","0.87","771.565","-5.316","368689.145","353657.907"
"2","18","11","863","133","-20","3.1","0.87","843.717","-3.15","398398.056","382314.113"
"2","18","12","689","121","-19","3.1","0.87","693.893","-5.145","330204.222","316536.657"
"2","18","13","749","90","-18","3","0.87","654.866","-4.686","312785.725","299735.367"
"2","18","14","497","119","-17","2.7","0.87","444.93","-7.467","214661.537","205088.11"
"2","18","15","354","87","-17","2.3","0.87","261.93","-10.983","124970.901","118575.569"
"2","18","16","0","33","-17","2","0.87","32.118","-16.23","13844.48","11386.798"
"2","18","17","0","0","-16","1.9","0.87","0","-16","0","0"
"2","18","18","0","0","-16","1.9","0.87","0","-16","0","0"
"2","18","19","0","0","-15","2.2","0.87","0","-15","0","0"
"2","18","20","0","0","-14","2.4","0.87","0","-14","0","0"
"2","18","21","0","0","-13","2.5","0.87","0","-13","0","0"
"2","18","22","0","0","-13","2.6","0.87","0","-13","0","0"
"2","18","23","0","0","-13","2.4","0.87","0","-13","0","0"
"2","19","0","0","0","-13","2","0.87","0","-13","0","0"
"2","19","1","0","0","-13","1.9","0.87","0","-13","0","0"
"2","19","2","0","0","-13","2.2","0.87","0","-13","0","0"
"2","19","3","0","0","-13","2.5","0.87","0","-13","0","0"
"2","19","4","0","0","-13","2.6","0.87","0","-13","0","0"
"2","19","5","0","0","-14","2.5","0.87","0","-14","0","0"
"2","19","6","0","0","-14","2.6","0.87","0","-14","0","0"
"2","19","7","0","18","-13","2.9","0.87","16.96","-12.655","7118.711","4899.351"
"2","19","8","33","102","-13","3.1","0.87","121.101","-10.588","56490.435","52521.638"
"2","19","9","0","120","-12","3.2","0.87","117.224","-9.706","54181.135","50294.166"
"2","19","10","20","179","-10","3.4","0.87","192.676","-6.352","88870.121","83753.983"
"2","19","11","40","215","-9","3.7","0.87","258.071","-4.338","118809.809","112632.789"
"2","19","12","187","239","-8","3.7","0.87","411.881","-0.544","190099.192","181396.106"
"2","19","13","248","207","-8","3.5","0.87","417.447","-0.196","193615.824","184788.129"
"2","19","14","0","123","-8","3.4","0.87","120.468","-5.717","54942.979","51029.015"
"2","19","15","61","103","-8","3.2","0.87","134.636","-5.362","61836.769","57678.531"
"2","19","16","0","33","-8","3.1","0.87","31.915","-7.373","13365.583","10924.871"
"2","19","17","0","0","-8","3","0.87","0","-8","0","0"
"2","19","18","0","0","-7","3","0.87","0","-7","0","0"
"2","19","19","0","0","-7","2.9","0.87","0","-7","0","0"
"2","19","20","0","0","-7","2.8","0.87","0","-7","0","0"
"2","19","21","0","0","-6","2.8","0.87","0","-6","0","0"
"2","19","22","0","0","-6","2.9","0.87","0","-6","0","0"
"2","19","23","0","0","-5","2.9","0.87","0","-5","0","0"
"2","20","0","0","0","-5","2.8","0.87","0","-5","0","0"
"2","20","1","0","0","-5","2.7","0.87","0","-5","0","0"
"2","20","2","0","0","-4","2.6","0.87","0","-4","0","0"
"2","20","3","0","0","-4","2.4","0.87","0","-4","0","0"
"2","20","4","0","0","-4","2.2","0.87","0","-4","0","0"
"2","20","5","0","0","-4","2.1","0.87","0","-4","0","0"
"2","20","6","0","0","-4","2.1","0.87","0","-4","0","0"
"2","20","7","34","43","-4","2.2","0.87","53.37","-2.773","22055.431","19306.803"
"2","20","8","0","17","-3","2.3","0.87","16.013","-2.632","6725.548","4520.119"
"2","20","9","0","81","-3","2.5","0.87","76.916","-1.301","33977.325","30806.257"
"2","20","10","10","169","-2","2.7","0.87","174.4","1.71","77822.735","73098.05"
"2","20","11","16","193","-2","2.9","0.87","204.326","2.194","91151.55","85954.572"
"2","20","12","0","153","-2","3","0.87","149.237","1.01","66133.356","61822.872"
"2","20","13","43","198","-2","3.1","0.87","239.483","2.761","107714.963","101931.078"
"2","20","14","302","156","-2","3.1","0.87","362.643","5.245","166108.26","158255.268"
"2","20","15","192","118","-3","3.1","0.87","215.849","1.302","98267.284","92818.167"
"2","20","16","292","50","-3","3","0.87","135.038","-0.367","53385.179","49526.414"
"2","20","17","0","0","-3","3","0.87","0","-3","0","0"
"2","20","18","0","0","-4","2.8","0.87","0","-4","0","0"
"2","20","19","0","0","-4","2.4","0.87","0","-4","0","0"
"2","20","20","0","0","-5","1.8","0.87","0","-5","0","0"
"2","20","21","0","0","-6","1.5","0.87","0","-6","0","0"
"2","20","22","0","0","-6","1.5","0.87","0","-6","0","0"
"2","20","23","0","0","-5","1.8","0.87","0","-5","0","0"
"2","21","0","0","0","-4","2.5","0.87","0","-4","0","0"
"2","21","1","0","0","-4","3.2","0.87","0","-4","0","0"
"2","21","2","0","0","-5","3.4","0.87","0","-5","0","0"
"2","21","3","0","0","-7","3.3","0.87","0","-7","0","0"
"2","21","4","0","0","-9","3","0.87","0","-9","0","0"
"2","21","5","0","0","-11","2.9","0.87","0","-11","0","0"
"2","21","6","0","0","-12","2.8","0.87","0","-12","0","0"
"2","21","7","61","45","-13","2.9","0.87","65.528","-11.676","28046.868","25085.94"
"2","21","8","172","110","-14","3.1","0.87","198.578","-10.04","94053.61","88753.801"
"2","21","9","795","62","-15","3.4","0.87","573.819","-4.051","275236.216","263516.386"
"2","21","10","684","113","-16","3.7","0.87","647.318","-4.235","307880.453","295003.908"
"2","21","11","819","89","-16","3.8","0.87","765.007","-2.308","360659.669","345912.947"
"2","21","12","265","237","-17","3.9","0.87","482.429","-8.519","229437.781","219340.772"
"2","21","13","884","65","-18","3.9","0.87","727.171","-5.159","347863.091","333569.803"
"2","21","14","830","56","-19","3.7","0.87","579.919","-8.432","282434.23","270459.346"
"2","21","15","720","47","-20","3.5","0.87","385.357","-12.788","187002.629","178409.266"
"2","21","16","586","36","-21","3.3","0.87","191.949","-17.473","78881.011","74118.827"
"2","21","17","0","0","-22","3.2","0.87","0","-22","0","0"
"2","21","18","0","0","-23","3.1","0.87","0","-23","0","0"
"2","21","19","0","0","-24","2.9","0.87","0","-24","0","0"
"2","21","20","0","0","-25","2.6","0.87","0","-25","0","0"
"2","21","21","0","0","-26","2.4","0.87","0","-26","0","0"
"2","21","22","0","0","-26","2.2","0.87","0","-26","0","0"
"2","21","23","0","0","-27","2","0.87","0","-27","0","0"
"2","22","0","0","0","-28","1.9","0.87","0","-28","0","0"
"2","22","1","0","0","-28","1.9","0.87","0","-28","0","0"
"2","22","2","0","0","-29","1.9","0.87","0","-29","0","0"
"2","22","3","0","0","-29","1.9","0.87","0","-29","0","0"
"2","22","4","0","0","-29","1.8","0.87","0","-29","0","0"
"2","22","5","0","0","-30","1.6","0.87","0","-30","0","0"
"2","22","6","0","0","-31","1.4","0.87","0","-31","0","0"
"2","22","7","657","35","-30","1.5","0.87","216.96","-24.366","93036.542","87772.771"
"2","22","8","866","57","-29","1.9","0.87","471.613","-17.246","233467.829","223228.019"
"2","22","9","956","71","-27","2.1","0.87","687.586","-10.498","336660.121","322763.798"
"2","22","10","997","81","-25","2","0.87","835.918","-4.567","398196.335","382119.539"
"2","22","11","1008","86","-24","2","0.87","909.308","-1.794","427183.523","410079.596"
"2","22","12","998","88","-23","2.2","0.87","902.395","-1.82","424017.828","407026.074"
"2","22","13","964","87","-23","2.5","0.87","819.835","-4.803","390844.965","375028.657"
"2","22","14","895","81","-23","2.5","0.87","655.287","-8.431","318660.926","305402.386"
"2","22","15","759","69","-23","1.9","0.87","431.421","-12.256","209401.787","200014.733"
"2","22","16","502","41","-23","1.1","0.87","179.654","-17.874","75032.363","70406.551"
"2","22","17","0","0","-24","0.6","0.87","0","-24","0","0"
"2","22","18","0","0","-24","0.5","0.87","0","-24","0","0"
"2","22","19","0","0","-24","0.5","0.87","0","-24","0","0"
"2","22","20","0","0","-23","0.4","0.87","0","-23","0","0"
"2","22","21","0","0","-23","0.4","0.87","0","-23","0","0"
"2","22","22","0","0","-22","0.4","0.87","0","-22","0","0"
"2","22","23","0","0","-22","0.5","0.87","0","-22","0","0"
"2","23","0","0","0","-21","0.5","0.87","0","-21","0","0"
"2","23","1","0","0","-21","0.6","0.87","0","-21","0","0"
"2","23","2","0","0","-20","0.6","0.87","0","-20","0","0"
"2","23","3","0","0","-20","0.6","0.87","0","-20","0","0"
"2","23","4","0","0","-19","0.7","0.87","0","-19","0","0"
"2","23","5","0","0","-19","0.8","0.87","0","-19","0","0"
"2","23","6","0","0","-18","1","0.87","0","-18","0","0"
"2","23","7","120","49","-17","1.2","0.87","89.037","-14.468","38618.74","35283.208"
"2","23","8","175","115","-16","1.3","0.87","206.34","-10.138","97968.976","92530.429"
"2","23","9","672","91","-15","1.4","0.87","538.452","-0.004","253982.596","243015.867"
"2","23","10","494","172","-13","1.5","0.87","573.374","2.563","265249.546","253883.584"
"2","23","11","327","233","-12","1.5","0.87","529.058","2.33","242956.444","232380.415"
"2","23","12","216","249","-11","1.4","0.87","447.806","1.398","205339.995","196096.866"
"2","23","13","335","205","-10","1.4","0.87","481.417","3.355","221079.984","211279.125"
"2","23","14","452","138","-10","1.2","0.87","445.944","3.005","207006.715","197704.528"
"2","23","15","432","87","-10","0.9","0.87","301.99","-0.523","140078.49","133147.836"
"2","23","16","51","59","-10","0.8","0.87","76.701","-7.572","32901.86","29768.9"
"2","23","17","0","0","-11","0.9","0.87","0","-11","0","0"
"2","23","18","0","0","-11","1.2","0.87","0","-11","0","0"
"2","23","19","0","0","-11","1.8","0.87","0","-11","0","0"
"2","23","20","0","0","-12","2.3","0.87","0","-12","0","0"
"2","23","21","0","0","-14","2.3","0.87","0","-14","0","0"
"2","23","22","0","0","-15","2","0.87","0","-15","0","0"
"2","23","23","0","0","-16","2","0.87","0","-16","0","0"
"2","24","0","0","0","-17","2","0.87","0","-17","0","0"
"2","24","1","0","0","-18","1.9","0.87","0","-18","0","0"
"2","24","2","0","0","-18","1.9","0.87","0","-18","0","0"
"2","24","3","0","0","-19","1.9","0.87","0","-19","0","0"
"2","24","4","0","0","-21","1.8","0.87","0","-21","0","0"
"2","24","5","0","0","-22","1.6","0.87","0","-22","0","0"
"2","24","6","0","0","-23","1.4","0.87","0","-23","0","0"
"2","24","7","654","38","-22","1.2","0.87","223.887","-15.736","94795.479","89469.382"
"2","24","8","855","62","-21","1.2","0.87","478.61","-7.047","229758.641","219650.262"
"2","24","9","945","77","-19","1.2","0.87","694.967","1.298","326946.037","313393.923"
"2","24","10","989","86","-18","1.2","0.87","843.561","6.596","386618.252","370951.714"
"2","24","11","1002","91","-16","1.3","0.87","918.049","10.112","413725.683","397098.621"
"2","24","12","995","92","-15","1.6","0.87","912.015","9.227","412330.414","395752.792"
"2","24","13","969","87","-15","1.8","0.87","830.335","6.147","381228.971","365753.397"
"2","24","14","910","80","-15","1.9","0.87","669.432","1.726","314549.887","301437.018"
"2","24","15","801","65","-16","1.7","0.87","448.639","-4.339","212662.625","203160.026"
"2","24","16","569","40","-18","1.5","0.87","198.552","-12.834","82257.436","77375.612"
"2","24","17","0","0","-21","1.2","0.87","0","-21","0","0"
"2","24","18","0","0","-22","1.1","0.87","0","-22","0","0"
"2","24","19","0","0","-23","1","0.87","0","-23","0","0"
"2","24","20","0","0","-22","0.8","0.87","0","-22","0","0"
"2","24","21","0","0","-21","0.8","0.87","0","-21","0","0"
"2","24","22","0","0","-20","0.8","0.87","0","-20","0","0"
"2","24","23","0","0","-20","0.8","0.87","0","-20","0","0"
"2","25","0","0","0","-19","0.7","0.87","0","-19","0","0"
"2","25","1","0","0","-19","0.7","0.87","0","-19","0","0"
"2","25","2","0","0","-19","0.8","0.87","0","-19","0","0"
"2","25","3","0","0","-18","0.8","0.87","0","-18","0","0"
"2","25","4","0","0","-18","0.8","0.87","0","-18","0","0"
"2","25","5","0","0","-17","1","0.87","0","-17","0","0"
"2","25","6","0","0","-16","1.4","0.87","0","-16","0","0"
"2","25","7","28","52","-15","1.8","0.87","61.059","-13.467","27074.453","24147.981"
"2","25","8","51","118","-14","1.9","0.87","146.483","-10.357","68786.216","64381.73"
"2","25","9","22","160","-12","2","0.87","172.706","-7.799","80184.37","75376.003"
"2","25","10","1","157","-11","2.4","0.87","154.184","-7.539","70642.458","66172.199"
"2","25","11","16","201","-10","2.8","0.87","212.041","-5.574","97127.683","91718.947"
"2","25","12","3","168","-10","3.2","0.87","166.641","-6.75","76061.272","71399.003"
"2","25","13","42","209","-10","3.4","0.87","250.178","-5.265","115616.541","109552.671"
"2","25","14","6","144","-10","3.4","0.87","145.449","-7.244","66989.353","62648.538"
"2","25","15","590","95","-10","3.2","0.87","387.233","-2.395","181933.053","173519.326"
"2","25","16","0","6","-9","2.9","0.87","5.643","-8.885","2270.97","223.385"
"2","25","17","0","0","-9","2.6","0.87","0","-9","0","0"
"2","25","18","0","0","-8","2.5","0.87","0","-8","0","0"
"2","25","19","0","0","-7","2.7","0.87","0","-7","0","0"
"2","25","20","0","0","-6","2.9","0.87","0","-6","0","0"
"2","25","21","0","0","-5","2.7","0.87","0","-5","0","0"
"2","25","22","0","0","-5","1.9","0.87","0","-5","0","0"
"2","25","23","0","0","-4","1.6","0.87","0","-4","0","0"
"2","26","0","0","0","-3","2","0.87","0","-3","0","0"
"2","26","1","0","0","-2","2.3","0.87","0","-2","0","0"
"2","26","2","0","0","-2","2.4","0.87","0","-2","0","0"
"2","26","3","0","0","-2","2.3","0.87","0","-2","0","0"
"2","26","4","0","0","-2","2.1","0.87","0","-2","0","0"
"2","26","5","0","0","-2","2","0.87","0","-2","0","0"
"2","26","6","0","0","-2","1.9","0.87","0","-2","0","0"
"2","26","7","31","55","-2","2.1","0.87","65.125","-0.461","27607.564","24662.203"
"2","26","8","0","38","-2","2.2","0.87","35.845","-1.161","15451.511","12936.887"
"2","26","9","0","38","-2","2.3","0.87","35.858","-1.178","15355.037","12843.831"
"2","26","10","0","93","-2","2.4","0.87","88.215","-0.02","38603.352","35268.365"
"2","26","11","51","240","-2","2.5","0.87","294.121","4.481","131317","124696.8"
"2","26","12","19","208","-2","2.7","0.87","221.799","2.711","98753.396","93287.054"
"2","26","13","8","173","-3","3","0.87","176.162","0.555","78758.474","74000.632"
"2","26","14","3","142","-5","3.5","0.87","141.251","-2.366","63819.284","59590.797"
"2","26","15","10","107","-7","3.6","0.87","110.184","-4.973","50203.885","46457.846"
"2","26","16","0","25","-8","3.2","0.87","23.571","-7.541","10004.326","7682.717"
"2","26","17","0","0","-10","2.8","0.87","0","-10","0","0"
"2","26","18","0","0","-11","2.4","0.87","0","-11","0","0"
"2","26","19","0","0","-13","2","0.87","0","-13","0","0"
"2","26","20","0","0","-14","1.6","0.87","0","-14","0","0"
"2","26","21","0","0","-15","1.4","0.87","0","-15","0","0"
"2","26","22","0","0","-16","1.4","0.87","0","-16","0","0"
"2","26","23","0","0","-17","1.4","0.87","0","-17","0","0"
"2","27","0","0","0","-18","1.3","0.87","0","-18","0","0"
"2","27","1","0","0","-19","1.2","0.87","0","-19","0","0"
"2","27","2","0","0","-20","1.1","0.87","0","-20","0","0"
"2","27","3","0","0","-20","1","0.87","0","-20","0","0"
"2","27","4","0","0","-20","1.2","0.87","0","-20","0","0"
"2","27","5","0","0","-20","1.4","0.87","0","-20","0","0"
"2","27","6","0","0","-19","1.7","0.87","0","0","0","0"
"2","27","7","600","46","-18","1.8","0.87","226.159","-12.431","97030.121","91624.841"
"2","27","8","817","70","-16","1.9","0.87","479.099","-4.043","228334.381","218276.47"
"2","27","9","921","84","-14","2.1","0.87","698.668","2.756","326541.311","313003.538"
"2","27","10","964","96","-13","2.3","0.87","852.83","6.638","390047.026","374258.993"
"2","27","11","519","193","-12","2.4","0.87","655.338","2.77","301464.325","288815.129"
"2","27","12","191","263","-12","2.5","0.87","445.251","-2.172","206096.067","196826.148"
"2","27","13","408","200","-12","2.5","0.87","543.71","0.034","252732.954","241810.504"
"2","27","14","496","138","-12","2.4","0.87","479.034","-1.171","225566.574","215606.737"
"2","27","15","356","104","-13","2","0.87","289.788","-5.927","137067.636","130243.669"
"2","27","16","408","43","-14","1.6","0.87","163.123","-9.816","68293.016","63906.007"
"2","27","17","0","0","-15","1.4","0.87","0","-15","0","0"
"2","27","18","0","0","-16","1.4","0.87","0","-16","0","0"
"2","27","19","0","0","-17","1.3","0.87","0","-17","0","0"
"2","27","20","0","0","-18","1.3","0.87","0","-18","0","0"
"2","27","21","0","0","-19","1.3","0.87","0","-19","0","0"
"2","27","22","0","0","-20","1.3","0.87","0","-20","0","0"
"2","27","23","0","0","-21","1.2","0.87","0","-21","0","0"
"2","28","0","0","0","-22","1.2","0.87","0","-22","0","0"
"2","28","1","0","0","-23","1.2","0.87","0","-23","0","0"
"2","28","2","0","0","-23","1.2","0.87","0","-23","0","0"
"2","28","3","0","0","-24","1.2","0.87","0","-24","0","0"
"2","28","4","0","0","-25","1.2","0.87","0","-25","0","0"
"2","28","5","0","0","-26","1.1","0.87","0","-26","0","0"
"2","28","6","0","0","-26","1.1","0.87","0","0","0","0"
"2","28","7","680","43","-24","1.2","0.87","246.26","-17.056","107592.556","101813.008"
"2","28","8","863","66","-21","1.6","0.87","500.479","-7.68","241794.317","231259.467"
"2","28","9","849","61","-19","2","0.87","625.443","-3.695","298927.136","286367.842"
"2","28","10","886","72","-18","2.4","0.87","764.271","-0.73","358904.22","344219.7"
"2","28","11","791","108","-17","2.6","0.87","785.747","0.091","366044.515","351106.986"
"2","28","12","843","92","-16","2.7","0.87","808.191","1.272","375231.759","359968.689"
"2","28","13","872","73","-16","2.8","0.87","749.029","-0.252","351336.639","336920.269"
"2","28","14","259","181","-16","2.6","0.87","369.333","-7.966","176239.941","168027.943"
"2","28","15","815","70","-16","2.2","0.87","469.971","-4.963","224052.945","214146.742"
"2","28","16","437","44","-17","1.8","0.87","172.894","-12.749","73424.4","68855.565"
"2","28","17","0","0","-18","1.5","0.87","0","-18","0","0"
"2","28","18","0","0","-19","1.2","0.87","0","-19","0","0"
"2","28","19","0","0","-6","2.3","0.87","0","-6","0","0"
"2","28","20","0","0","-8","2.1","0.87","0","-8","0","0"
"2","28","21","0","0","-9","2","0.87","0","-9","0","0"
"2","28","22","0","0","-10","1.8","0.87","0","-10","0","0"
"2","28","23","0","0","-11","1.8","0.87","0","-11","0","0"
"3","1","0","0","0","-11","1.9","0.87","0","-11","0","0"
"3","1","1","0","0","-12","1.9","0.87","0","-12","0","0"
"3","1","2","0","0","-12","2","0.87","0","-12","0","0"
"3","1","3","0","0","-13","2.1","0.87","0","-13","0","0"
"3","1","4","0","0","-14","2.2","0.87","0","-14","0","0"
"3","1","5","0","0","-15","2.3","0.87","0","-15","0","0"
"3","1","6","0","0","-16","2.4","0.87","0","0","0","0"
"3","1","7","653","45","-15","2.7","0.87","245.745","-9.895","106057.709","100332.547"
"3","1","8","828","72","-15","2.9","0.87","496.659","-4.72","237926.997","227529.181"
"3","1","9","896","94","-14","2.9","0.87","704.385","0.573","331059.327","317361.463"
"3","1","10","918","114","-13","2.8","0.87","848.741","4.832","389822.538","374042.459"
"3","1","11","924","125","-11","2.9","0.87","920.514","7.991","416275.318","399557.912"
"3","1","12","918","126","-10","3.1","0.87","914.107","8.234","413113.074","396507.719"
"3","1","13","887","121","-10","3.3","0.87","825.192","5.948","377718.613","362367.425"
"3","1","14","823","110","-10","3.1","0.87","666.592","3.333","310317.434","297354.538"
"3","1","15","710","88","-10","2.8","0.87","445.947","-0.621","209476.93","200087.214"
"3","1","16","485","54","-10","2.5","0.87","197.917","-5.748","83070.831","78160.185"
"3","1","17","0","0","-10","2.4","0.87","0","0","0","0"
"3","1","18","0","0","-11","2.5","0.87","0","-11","0","0"
"3","1","19","0","0","-11","2.4","0.87","0","-11","0","0"
"3","1","20","0","0","-12","2.2","0.87","0","-12","0","0"
"3","1","21","0","0","-14","1.8","0.87","0","-14","0","0"
"3","1","22","0","0","-15","1.5","0.87","0","-15","0","0"
"3","1","23","0","0","-16","1.4","0.87","0","-16","0","0"
"3","2","0","0","0","-16","1.3","0.87","0","-16","0","0"
"3","2","1","0","0","-15","1.3","0.87","0","-15","0","0"
"3","2","2","0","0","-14","1.3","0.87","0","-14","0","0"
"3","2","3","0","0","-13","1.4","0.87","0","-13","0","0"
"3","2","4","0","0","-12","1.7","0.87","0","-12","0","0"
"3","2","5","0","0","-11","2","0.87","0","-11","0","0"
"3","2","6","0","0","-9","2.2","0.87","0","0","0","0"
"3","2","7","0","22","-8","2.3","0.87","20.729","-7.526","8874.513","6592.937"
"3","2","8","500","142","-7","2.5","0.87","411.909","2.142","191575.259","182819.87"
"3","2","9","24","172","-6","2.7","0.87","185.846","-2.043","84498.769","79537.525"
"3","2","10","88","241","-6","3","0.87","321.141","0.487","146176.689","139029.952"
"3","2","11","17","210","-7","3.4","0.87","221.498","-2.817","100338.615","94816.103"
"3","2","12","678","147","-9","3.6","0.87","746.531","4.744","341420.896","327355.88"
"3","2","13","751","107","-11","3.6","0.87","712.154","2.13","330422.733","316747.426"
"3","2","14","656","102","-12","3.4","0.87","552.3","-1.479","261002.411","249786.942"
"3","2","15","474","93","-14","3.1","0.87","337.499","-7.256","161367.338","153682.336"
"3","2","16","610","46","-15","2.8","0.87","225.657","-10.413","96012.835","90643.602"
"3","2","17","0","0","-17","2.6","0.87","0","0","0","0"
"3","2","18","0","0","-18","2.6","0.87","0","-18","0","0"
"3","2","19","0","0","-19","2.5","0.87","0","-19","0","0"
"3","2","20","0","0","-20","2.4","0.87","0","-20","0","0"
"3","2","21","0","0","-21","2.3","0.87","0","-21","0","0"
"3","2","22","0","0","-22","2.1","0.87","0","-22","0","0"
"3","2","23","0","0","-22","1.9","0.87","0","-22","0","0"
"3","3","0","0","0","-23","1.7","0.87","0","-23","0","0"
"3","3","1","0","0","-24","1.7","0.87","0","-24","0","0"
"3","3","2","0","0","-25","1.6","0.87","0","-25","0","0"
"3","3","3","0","0","-25","1.6","0.87","0","-25","0","0"
"3","3","4","0","0","-26","1.5","0.87","0","-26","0","0"
"3","3","5","0","0","-27","1.5","0.87","0","-27","0","0"
"3","3","6","0","0","-26","1.4","0.87","0","0","0","0"
"3","3","7","714","43","-24","1.4","0.87","267.319","-16.767","119178.409","112988.328"
"3","3","8","890","63","-22","1.7","0.87","524.844","-8.32","255075.108","244069.667"
"3","3","9","971","75","-20","1.9","0.87","736.326","-1.619","348595.772","334276.521"
"3","3","10","1008","84","-18","2","0.87","887.076","3.657","408990.928","392531.637"
"3","3","11","1020","91","-17","2.2","0.87","963.526","5.588","439208.118","413583.333"
"3","3","12","1013","93","-16","2.4","0.87","956.851","5.592","436255.107","413583.333"
"3","3","13","987","91","-16","2.5","0.87","869.845","3.286","401748.548","385545.883"
"3","3","14","940","81","-16","2.5","0.87","712.82","-0.166","336010.095","322136.805"
"3","3","15","852","66","-16","2.2","0.87","492.792","-4.419","235260.1","224956.783"
"3","3","16","663","43","-17","1.7","0.87","237.267","-11.035","101267.322","95711.902"
"3","3","17","0","0","-18","1.4","0.87","0","0","0","0"
"3","3","18","0","0","-19","1.3","0.87","0","-19","0","0"
"3","3","19","0","0","-20","1.2","0.87","0","-20","0","0"
"3","3","20","0","0","-21","1.2","0.87","0","-21","0","0"
"3","3","21","0","0","-22","1.2","0.87","0","-22","0","0"
"3","3","22","0","0","-23","1.2","0.87","0","-23","0","0"
"3","3","23","0","0","-23","1.2","0.87","0","-23","0","0"
